vendor_code,name,description,brand,series,color,package_type,package_qty,minibox_qty,purpose,for_entry_doors,for_interior_doors,mounting_type,backset,center_distance,bolt_type,bolt_count,bolt_throw,bolt_diameter,mechanism_type,key_type,key_count,cylinder_included,cylinder_size,cylinder_material,lock_cylinder_hole,square_hole_size,plate_width,plate_height,plate_thickness,body_width,body_height,body_depth
00016948,Замок врезной Apecs 2223/60-AB,"Описание серии Замки Apecs серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках серии 22 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,2223/60,AB,box,10,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017401,Замок врезной Apecs 1527/60-G/GM,"Описание серии Замки Apecs серии 15 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1527/60,G,box,20,,general,yes,yes,faceplate,45.0,70.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017207,Замок врезной Avers 0823/60-C-NI,"Описание серии Врезные замки Avers серии 08 с ручками на планке и цилиндровым механизмом уменьшенного профиля 29,5 мм для легких деревянных дверей малой проходимости, с межосевым расстоянием 50 мм.  
Материал ручек на планке и цилиндрового механизма: алюминий. 
Рекомендуемая толщина двери: не более 36 мм. 
При необходимости замены цилиндра, рекомендуем приобрести цилиндровый механизм Avers серии LL.",Avers,0823/60,NI,box,24,,general,no,yes,faceplate,40.0,50.0,classic/rectangular,,16.0,0.0,cylindrical,flat key,5,included,30/30,aluminum,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00028071,Замок врезной Avers 1023/60-G,"Описание серии Замки Avers серии 10 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 61,5 мм.  
В корпусе замка присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Avers,1023/60,G,box,20,,general,yes,yes,faceplate,40.0,61.5,cylindrical,3,18.0,12.0,cylindrical,flat key,5,included,30/30,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00011447,Замок врезной Apecs 1425-CR,"Описание серии Замки Apecs серии 14 - универсальные врезные замки под ручку и евроцилиндр для деревянных и  металлических входных дверей с межосевым расстоянием 58,5 мм. По посадочным размерам замки 14 серия подходят для замены замков ТНП25-0004 (Барановичи-ШО-25) и их аналогов. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 40 - 60 мм. 
Рекомендации по использованию с другими товарами: 
- механизм секретности  3 класса согласно ГОСТ и выше; 
- ответная планка Apecs BP-1425 при установке замка в деревянные двери.",Apecs,1425,CR,box,12,,general,yes,yes,faceplate,55.0,58.5,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016813,Замок врезной Apecs 1023/60-AC,"Описание серии Замки Apecs серии 10 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 61,5 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках 1023/60 и 1027/60 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1023/60,AC,box,20,,general,yes,yes,faceplate,40.0,61.5,cylindrical,3,18.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017201,Замок врезной Avers 0823/60-AC,"Описание серии Врезные замки Avers серии 08 с ручками на планке и цилиндровым механизмом уменьшенного профиля 29,5 мм для легких деревянных дверей малой проходимости, с межосевым расстоянием 50 мм.  
Материал ручек на планке и цилиндрового механизма: алюминий. 
Рекомендуемая толщина двери: не более 36 мм. 
При необходимости замены цилиндра, рекомендуем приобрести цилиндровый механизм Avers серии LL.",Avers,0823/60,AC,box,24,,general,no,yes,faceplate,40.0,50.0,classic/rectangular,,16.0,0.0,cylindrical,flat key,5,included,30/30,aluminum,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00028090,Замок врезной Avers 2223/70-CR,"Описание серии Замки Avers серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм. В замках 22 серии присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы. 
Рекомендуемая толщина двери: 
- для замков 2210/60 - 35 - 40 мм; 
- для замков 2223/70 и 2226/70 - 35 - 50 мм. 
Рекомендуемый вес двери: до 50 кг.",Avers,2223/70,CR,box,10,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,35/35,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00000056,Замок врезной Apecs 94-H/60-CR,"Описание серии Врезные замки без ручек под евроцилиндр для межкомнатных деревянных дверей, технических дверей, дверей подсобных помещений. 
Замки имеют сертификат соответствия 2 классу по ГОСТ 5089-2011. 
Ответная планка: в комплекте. 
Рекомендуемая толщина двери: 35-50 мм.",Apecs,94,CR,box,28,,general,yes,yes,faceplate,40.0,0.0,Противоотжимный,,20.0,0.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00022561,Замок врезной противопожарный Avers 2000-ZN,"Описание серии Противопожарные замки Avers с межосевым расстоянием 72 мм предназначены для установки в сертифицированные деревянные и металлические противопожарные двери. 
Основные особенности противопожарных замков Avers:  
- оцинкованный стальной корпус; 
- механика не содержит легкоплавких деталей; 
- лицевая планка выполнена из оцинкованной стали. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ответная планка Apecs BP- 3000; 
- ручки на планке Avers/Apecs под евроцилиндр с межосевым расстоянием 72 мм/раздельные ручки в комплекте с накладками цилиндровыми - Apecs H-0203-BL (DP-C-02), совместно с переходником Apecs 8/9 мм/ раздельные ручки Apecs H-02XX-INOX  с накладками цилиндровыми  Apecs DP-C-02-INOX совместно с переходником Apecs 8/9 мм.",Avers,2000,,pack,24,,fireproof,yes,,bolts,65.0,72.0,classic/rectangular,,14.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00001989,Замок врезной Apecs 99-K-G,"Описание серии Замки с крестовым механизмом секретности для межкомнатных деревянных дверей, технических дверей, дверей подсобных помещений. 
Ответная планка: в комплекте. 
Рекомендуемая толщина двери: 35-60 мм.",Apecs,99,G,box,28,,general,yes,yes,faceplate,50.0,0.0,cylindrical,4,28.5,12.0,cylindrical,,,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016947,Замок врезной Apecs 1323/60-AC,"Описание серии Замки Apecs серии 13 - универсальные врезные замки под ручку и евроцилиндр для деревянных и  металлических входных дверей с межосевым расстоянием 80 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1323/60,AC,box,16,,general,yes,yes,faceplate,40.0,80.0,classic/rectangular,,20.0,0.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00028075,Замок врезной Avers 1223/60-G,"Описание серии Замки Avers серии 12 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 40 кг.",Avers,1223/60,G,box,20,,general,yes,yes,faceplate,40.0,70.0,classic/rectangular,,20.0,0.0,cylindrical,flat key,5,included,30/30,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00027475,"Замок врезной Avers T-42-CR (w/o BP, w/o DP)","Описание серии Замки врезные  для входных металлических дверей. 
Замки T-0523-C-L/R - замки врезные для входных металлических дверей, с ручками на планке и дополнительной задвижкой, без цилиндрового механизма. Рекомендуемая толщина двери: 40 - 60 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм. 
Замок T-42 - замок врезной для легких входных металлических дверей под ручку и евроцилиндр.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ручки на планке под евроцилиндр с межосевым расстоянием 85 мм; 
- ручки раздельные совместно с цилиндровыми накладками: 
- ручки раздельные совместно с броненакладками или защитными накладками на цилиндровый механизм. 
Замок  T-47/S6-CR - замок врезной под сувальдный ключ.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- накладки сувальдные. 
Замок T-32 - замок врезной для входных металлических дверей под ручку и евроцилиндр.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ручки на планке под евроцилиндр с межосевым расстоянием 85 мм; 
- ручки раздельные совместно с цилиндровыми накладками: 
- ручки раздельные совместно с броненакладками или защитными накладками на цилиндровый механизм. 
Замок  T-37/S6-CR - замок врезной под сувальдный ключ.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- накладки сувальдные.",Avers,42,CR,box,30,,general,yes,no,faceplate,60.0,85.0,cylindrical,3,26.0,14.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00022173,Замок врезной Apecs 2600-G,"Описание серии Врезные замки под ручку и евроцилиндр для деревянных и легких металлических входных дверей.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
- ответная планка Apecs BP-2800 или Apecs BP-2801 при установке замков в деревянные двери; 
- ручки на планке под евроцилиндр с межосевым расстоянием 85 мм/раздельные ручки в комплекте с накладками цилиндровыми/раздельные ручки в комплекте с накладной или врезной броненакладкой Apecs.",Apecs,2600,G,box,30,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016812,Замок врезной Apecs 1023/60-AB,"Описание серии Замки Apecs серии 10 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 61,5 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках 1023/60 и 1027/60 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1023/60,AB,box,20,,general,yes,yes,faceplate,40.0,61.5,cylindrical,3,18.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00020749,Замок врезной сувальдный Avers ЗВ9-4-1-4 (медь),,Avers,9,,box,10,,general,,yes,faceplate,55.0,55.0,cylindrical,3,23.0,12.0,sdeadbolt with double bit,,3,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00006362,Замок врезной Apecs 29-R-CR,"Описание серии Врезные замки без ручек под евроцилиндр для межкомнатных деревянных дверей, технических дверей, дверей подсобных помещений. 
Замки имеют сертификат соответствия 2 классу по ГОСТ 5089-2011. 
Ответная планка: в комплекте. 
Рекомендуемая толщина двери: 35-50 мм.",Apecs,29,CR,box,28,,Узкопрофильные двери,no,yes,faceplate,20.0,0.0,classic/rectangular,,16.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00035264,Замок врезной противопожарный Apecs 1900-INOX-BLM,"Описание серии Противопожарные замки Apecs с межосевым расстоянием 72 мм предназначены для установки в сертифицированные деревянные и металлические противопожарные двери. 
Замки сертифицированы согласно российского ГОСТ  5089-2011 по 2 или 3 классу (в зависимости от модели). 
Основные особенности противопожарных замков:  
- оцинкованный стальной корпус; 
- механика не содержит легкоплавких деталей; 
- лицевая  планка выполнена из оцинкованной или  
нержавеющей стали. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности 2 или 3  класса согласно ГОСТ и выше (в зависимости от класса модели замка согласно ГОСТ); 
- ответные планки Apecs BP-1900, BP- 3000 или BP-8300 (в зависимости от модели замка); 
- ручки на планке Apecs под евроцилиндр с межосевым расстоянием 72 мм., 
-раздельные ручки в комплекте с накладками цилиндровыми - H-0203-BL (DP-C-02), совместно с переходником Apecs 8/9 мм.,( для замков 1900,2000,3000) 
- раздельные ручки Apecs H-02XX-INOX  с накладками цилиндровыми  Apecs DP-C-02-INOX совместно с переходником Apecs 8/9 мм. ( для замков 1900,2000,3000)",Apecs,1900,,pack,24,,fireproof,yes,,faceplate,65.0,72.0,classic/rectangular,,21.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00035265,Замок врезной противопожарный Apecs 8300-INOX-BLM (B2B),"Описание серии Противопожарные замки Apecs с межосевым расстоянием 72 мм предназначены для установки в сертифицированные деревянные и металлические противопожарные двери. 
Замки сертифицированы согласно российского ГОСТ  5089-2011 по 2 или 3 классу (в зависимости от модели). 
Основные особенности противопожарных замков:  
- оцинкованный стальной корпус; 
- механика не содержит легкоплавких деталей; 
- лицевая  планка выполнена из оцинкованной или  
нержавеющей стали. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности 2 или 3  класса согласно ГОСТ и выше (в зависимости от класса модели замка согласно ГОСТ); 
- ответные планки Apecs BP-1900, BP- 3000 или BP-8300 (в зависимости от модели замка); 
- ручки на планке Apecs под евроцилиндр с межосевым расстоянием 72 мм., 
-раздельные ручки в комплекте с накладками цилиндровыми - H-0203-BL (DP-C-02), совместно с переходником Apecs 8/9 мм.,( для замков 1900,2000,3000) 
- раздельные ручки Apecs H-02XX-INOX  с накладками цилиндровыми  Apecs DP-C-02-INOX совместно с переходником Apecs 8/9 мм. ( для замков 1900,2000,3000)",Apecs,8300,,pack,20,,fireproof,yes,,faceplate,55.0,72.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00003301,Замок врезной Apecs 1526/60-CR,"Описание серии Замки Apecs серии 15 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,1526/60,CR,box,12,,general,yes,yes,faceplate,45.0,70.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017402,Замок врезной Apecs 2210/60-CR,"Описание серии Замки Apecs серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках серии 22 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,2210/60,CR,box,12,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016645,Замок врезной Apecs 7000-35-NI,"Описание серии Врезные замки для дверей из ПВХ профиля. 
Ассортимент представлен моделями с роликовым фиксатором (индекс ""R"")  и моделями под ручку с фалевой защелкой. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Замки не комплектуются ответной планкой.  
Удаление ключевого отверстия (Backset): 25, 30, 35, 40 и 45 мм. 
В корпусах с Backset 35, 40, 45 мм имеются отверстия для крепления раздельных ручек стяжными винтами, посадочный размер 38 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
- 00016666 ручки на планке Apecs HP-92.7005-W; 
- 00016992 ручки дверные Apecs H-0931-W; 
- 00016822 накладки цилиндровые Apecs DP-C-09-W; 
- 00017881 ручки дверные Apecs H-0903-INOX 
- 00017882 накладки цилиндровые Apecs DP-C-09-INOX; 
- 00027547 ответная планка Apecs BP-7000-ZN.",Apecs,7000,NI,pack,30,,PVC profile doors,yes,yes,faceplate,35.0,92.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00020747,Замок врезной Avers ЗВ4-1-8 (серебро),,Avers,4,,box,10,,general,,yes,faceplate,55.0,55.0,cylindrical,3,23.0,12.0,cylindrical,flat key,4,included,35/35,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00020751,Замок врезной сувальдный Avers ЗВ9-4-1-4 (серебро),,Avers,9,,box,10,,general,,yes,faceplate,55.0,55.0,cylindrical,3,23.0,12.0,sdeadbolt with double bit,,3,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00029200,Замок врезной противопожарный Avers 2000-ZN (B2B),"Описание серии Противопожарные замки Avers с межосевым расстоянием 72 мм предназначены для установки в сертифицированные деревянные и металлические противопожарные двери. 
Основные особенности противопожарных замков Avers:  
- оцинкованный стальной корпус; 
- механика не содержит легкоплавких деталей; 
- лицевая планка выполнена из оцинкованной стали. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- цилиндровый механизм; 
- ответная планка Apecs BP- 3000; 
- ручки на планке Avers/Apecs под евроцилиндр с межосевым расстоянием 72 мм/раздельные ручки в комплекте с накладками цилиндровыми - Apecs H-0203-BL (DP-C-02), совместно с переходником Apecs 8/9 мм/ раздельные ручки Apecs H-02XX-INOX  с накладками цилиндровыми  Apecs DP-C-02-INOX совместно с переходником Apecs 8/9 мм.",Avers,2000,,pack,24,,fireproof,yes,,bolts,65.0,72.0,classic/rectangular,,14.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016648,Замок врезной Apecs 7000-25-R-NI,"Описание серии Врезные замки для дверей из ПВХ профиля. 
Ассортимент представлен моделями с роликовым фиксатором (индекс ""R"")  и моделями под ручку с фалевой защелкой. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Замки не комплектуются ответной планкой.  
Удаление ключевого отверстия (Backset): 25, 30, 35, 40 и 45 мм. 
В корпусах с Backset 35, 40, 45 мм имеются отверстия для крепления раздельных ручек стяжными винтами, посадочный размер 38 мм. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
- 00016666 ручки на планке Apecs HP-92.7005-W; 
- 00016992 ручки дверные Apecs H-0931-W; 
- 00016822 накладки цилиндровые Apecs DP-C-09-W; 
- 00017881 ручки дверные Apecs H-0903-INOX 
- 00017882 накладки цилиндровые Apecs DP-C-09-INOX; 
- 00027547 ответная планка Apecs BP-7000-ZN.",Apecs,7000,NI,pack,30,,Узкопрофильные двери,yes,yes,faceplate,25.0,0.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00016820,Замок врезной Apecs 1227/60-NI/NIS,"Описание серии Замки Apecs серии 12 - универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 70 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 40 кг.",Apecs,1227/60,NI,box,20,,general,yes,yes,faceplate,40.0,70.0,classic/rectangular,,20.0,0.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00011257,Замок врезной Apecs T-0523-C-CR-R,"Описание серии Надёжные сувальдные и цилиндровые замки Apecs серий T-52, T-52/S8, T-05, T-05-C и T-0523-C для металлических входных дверей. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери для замков, укомплектованных ручками на планке T-0523-C: 40 - 60 мм. 
В замках T-05, T-05-C, T-52, T-52/S8 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- для T-05, T-05-C, T-52 и T-0523-C: механизм секретности  3 класса согласно ГОСТ и выше; 
- для T-52, T-05: ручки на планке под  евроцилиндр с межосевым расстоянием 85 мм или ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-05-C - поворотник для задвижки с квадратом сечения 6 мм, ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-52/S8 - ручки на планке под сувальдный ключ co шторкой  с межосевым расстоянием 85 мм - HP-85.0423-S или ручки дверные раздельные совместно с накладками сувальдными со шторкой и без шторки.",Apecs,0523,CR,box,10,,general,yes,no,faceplate,60.0,80.0,cylindrical,3,24.0,18.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00020745,Замок врезной Avers ЗВ4-1-8 (медь),,Avers,4,,box,10,,general,,yes,faceplate,55.0,55.0,cylindrical,3,23.0,12.0,cylindrical,flat key,4,included,35/35,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017575,Замок врезной Apecs 2227/60-AB,"Описание серии Замки Apecs серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм.  
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
В замках серии 22 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендуемая толщина двери: 35 - 40 мм. 
Рекомендуемый вес двери: до 50 кг.",Apecs,2227/60,AB,box,10,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,30/30,brass,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00027497,"Замок врезной Apecs T-52-NIS (w/o BP, w/o DP)","Описание серии Надёжные сувальдные и цилиндровые замки Apecs серий T-52, T-52/S8, T-05, T-05-C и T-0523-C для металлических входных дверей. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Рекомендуемая толщина двери для замков, укомплектованных ручками на планке T-0523-C: 40 - 60 мм. 
В замках T-05, T-05-C, T-52, T-52/S8 присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы.  
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- для T-05, T-05-C, T-52 и T-0523-C: механизм секретности  3 класса согласно ГОСТ и выше; 
- для T-52, T-05: ручки на планке под  евроцилиндр с межосевым расстоянием 85 мм или ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-05-C - поворотник для задвижки с квадратом сечения 6 мм, ручки дверные раздельные совместно с накладками на цилиндр DP-C; 
- для T-52/S8 - ручки на планке под сувальдный ключ co шторкой  с межосевым расстоянием 85 мм - HP-85.0423-S или ручки дверные раздельные совместно с накладками сувальдными со шторкой и без шторки.",Apecs,52,NI,box,12,,general,yes,no,faceplate,60.0,85.0,cylindrical,3,24.0,16.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00033559,Замок врезной Apecs 1823-AB,"Описание серии Замки Apecs серии 18 - универсальные врезные замки под ручку и евроцилиндр для деревянных и лёгких металлических входных дверей с межосевым расстоянием 72 мм. По посадочным размерам замки 18 серии подходят для замены замка ЗАЗ ЗВ 4-6 «Мотор Сич» (г. Запорожье) и его аналогов. 
Рекомендуемая толщина двери: 50-70 мм. 
Рекомендации по использованию с другими товарами: 
- механизм секретности.",Apecs,1823,AB,box,12,,general,yes,yes,faceplate,55.0,72.0,classic/rectangular,,20.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00028088,Замок врезной Avers 2223/70-AB,"Описание серии Замки Avers серии 22 -  универсальные врезные замки под ручку и евроцилиндр для деревянных межкомнатных и входных дверей с межосевым расстоянием 85 мм. В замках 22 серии присутствует подшипник в узле ручки, обеспечивающий плавность хода и долгий ресурс службы. 
Рекомендуемая толщина двери: 
- для замков 2210/60 - 35 - 40 мм; 
- для замков 2223/70 и 2226/70 - 35 - 50 мм. 
Рекомендуемый вес двери: до 50 кг.",Avers,2223/70,AB,box,10,,general,yes,yes,faceplate,45.0,85.0,cylindrical,3,20.0,12.0,cylindrical,flat key,5,included,35/35,ZAMAK,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00017954,Замок врезной Apecs 7600-25-NI,"Описание серии Врезные замки с падающим ригелем для дверей из алюминиевого профиля. 
Замки представлены с роликовым фиксатором (индекс R) и фалевой защелкой. Универсальная фалевая защелка. 
Замки имеют сертификат соответствия согласно ГОСТ 5089-2011. 
Замки с фалевой защелкой комплектуются ответной планкой. 
Замки с роликовым фиксатором комплектуются ответной планкой и декоративными накладками на цилиндр. 
Рекомендации по использованию с другими товарами (приобретаются отдельно): 
- механизм секретности  2 класса согласно ГОСТ и выше; 
- 00017881 ручки дверные Apecs H-0903-INOX; 
- 00017882 накладки цилиндровые Apecs DP-C-09-INOX; 
- 00027547 ответная планка Apecs BP-7000-ZN.",Apecs,7600,NI,pack,30,,aluminum profile doors,yes,yes,faceplate,25.0,85.0,Падающий,,23.0,0.0,cylindrical,,,not included,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00033667,"Замок врезной сувальдный Avers R11/S6-CR (3 keys, shank 50mm)","Описание серии Врезные сувальдные замки для деревянных и легких металлических дверей, технических дверей, дверей подсобных помещений. Ответная планка и декоративные накладки на сувальдный ключ: в комплекте.",Avers,11/,CR,pack,40,,general,yes,no,faceplate,50.5,0.0,cylindrical,2,20.0,10.5,sdeadbolt with double bit,,3,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00011374,Замок врезной Apecs 6000-WC/S-CR,"Описание серии Врезные замки для межкомнатных дверей. 
Рекомендации по использованию с другими товарами (приобретаются отдельно):  
- ручки дверные Avers H-0661; 
 - цилиндровый механизм или фиксатор Apecs, Avers WC-0608; 
- накладки пустые, сувальдные или цилиндровые Apecs, Avers серий 06. 
- ответная планка  Apecs BP-0045 или ответная планка Apecs BP-0068 (для дверей ""с четвертью"" - с притвором).",Apecs,6000,CR,pack,45,,interior doors with notch,no,yes,screws,45.0,72.0,classic/rectangular,,15.0,0.0,sdeadbolt,,1,,,,33x17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
